channel_id,title,appearances_in_searches,subscriber_count,view_count,video_count,published_at,country,uploads_playlist_id,description
UCkR95L-wEZ6ClrPzqDPsiwA,Charlotte Chaze | Break Into Tech,5,21000,3999340,416,2022-09-24T16:05:38.566707Z,US,UUkR95L-wEZ6ClrPzqDPsiwA,"We've helped thousands of people break into tech with no experience. Teachers, retail workers, SAHMs, bartenders, customer service reps, etc.

I broke into tech by learning data analytics online. Then I built a company to help others do the same... and it's working. 

TikTok: @charlottechaze (470k+) 
"
UCOXouBu-FfcqFa3yGRdnubg,Tanvir Academy,5,725000,65617167,1957,2018-01-12T05:31:40Z,BD,UUOXouBu-FfcqFa3yGRdnubg,"Welcome to Tanvir Academy!
At Tanvir Academy, we empower you to master Microsoft Office tools, Google Sheets, and innovative online earning strategies. Our engaging tutorials and step-by-step guides cater to all skill levels, enhancing your productivity and skills.

Explore topics like:
Microsoft Excel: From basic formulas to advanced data analysis.
Microsoft Word: Create professional documents with ease.
Microsoft PowerPoint: Design captivating presentations.
Power BI: Unlock data visualization and insights.
Google Sheets: Collaborate effectively and manage data.

Join our community by subscribing for the latest tutorials and tips!

➡️ For business inquiries: tanvirrahamanbd@gmail.com
➡️ Website: www.tanviracademy.com

Thank you for choosing Tanvir Academy!
Tanvir Rahaman
Founder, Tanvir Academy
Tanvir Academy Online Training Center
"
UCGiGMAdEXbmMj4hfYA1D_Sw,Dashboard Psychology,6,99,18365,23,2023-11-29T04:23:26.194658Z,US,UUGiGMAdEXbmMj4hfYA1D_Sw,"It is all about the data and its presentation in the form of a dashboard or a storytelling.
Welcome to my channel where I talk about the art and the science behind the data and its data products.

Here you will learn tips and tricks about SQL, Python, Tableau and Power BI.
I have 12+ years of experience in the field of data an analytics and through my career I have learned so may things which I am eager to share with you.

Lately I have been very fascinated with how human psychology affects how we perceive visual presentation of data and graphs.

I my research I have found that it is not all about the data anymore, a clever data analyst can garner audience's attention carefully to the points she/he would like to highlight rather then leaving it up to the audience's imagination.


Welcome!

#dataanalytics #database #datavisualization #sql #sqlcommand #sqldataanalysis #tableau #powerbi #dataanalysis 
How to become a data analyst | SQL Tutorial | Tableau Tutorial | SQL Command



"
UCC2OTBYyR7GRoR0PYW0UdYQ,Sahil Gogna,6,37400,1723218,210,2024-01-03T23:07:29.859756Z,CA,UUC2OTBYyR7GRoR0PYW0UdYQ,"Hello, I am Sahil Gogna, a techie doing things out of 9 to 5 in Canada (Kitchener) 🍁

As a data engineer in one of the largest banks and a part-time coding professor in Canada, I love my life! ❤️

But what I love even more is guiding students and helping them carve out their own paths to success. Whether you're just starting out in tech or looking to level up your skills, I'm here to share my insights and support you on your journey.

My goal is to inspire and uplift students, offering career guidance and practical advice to help you succeed in the tech world. Let's come together to spread positivity and make the most of every opportunity.

Don't forget to hit that SUBSCRIBE button and join me on this journey of learning, growth, and motivation. 💪

Say hello to me on info.sahilgogna@gmail.com 📧"
UCaizTs-t-jXjj8H0-S3ATYA,Analytics with Adam,5,31700,2120437,287,2020-02-03T14:07:32.457969Z,IE,UUaizTs-t-jXjj8H0-S3ATYA,"Welcome to Analytics with Adam.

I focus on making content related to Business Analytics and AI using the Google Stack
Google Sheets, Google Appscript, BigQuery, Looker Studio, Google Gemini and Google Colab.  

This channel is aimed at business users and students who want to leverage data analysis tools to improve their role performance or data analytics portfolios. 

My name is Adam, I am in the midst of a varied techo-functional career where I have worked as a data end user (business analyst / accountant) and am now leading some finance analytics projects for one of the world's top consultancy firms. Using my experience with both large and small business I hope to share relevant, usable and actionable tutorials / walkthroughs. I believe in lifelong learning and am learning everyday.    

#businessanalytics #businessanalysis #dataanalytics #datavisualization #dataanalysis #bigquery #lookerstudio  #SQL #googlecolab  #python #googlesheets #googlegemini 

"
UCwWQ40Can8UpItXXaQI3NTg,The Lone Crater,5,51,19438,2179,2025-08-23T21:32:24.697054Z,US,UUwWQ40Can8UpItXXaQI3NTg,"Welcome to The Lone Crater

Here you’ll find quick, engaging videos on just about every topic you can imagine. We upload often, so there’s always something new to discover. Whether you’re curious, looking for advice, or just want to pick up something interesting in a couple of minutes, you’re in the right place.

📧 For business or collaboration opportunities,  contact: theslopfarm@gmail.com

Disclaimer: The content on this channel is for general informational and entertainment purposes only. While we aim to be accurate and helpful, details can sometimes be incomplete, outdated, or vary by situation. Nothing here should be taken as professional, legal, medical, or financial advice — always double-check important information with trusted sources or a qualified professional.
"
UCy1QVGCK28-BgB0Tgo8GlTw,Colorstech Training (By Slidescope),5,6100,630859,1205,2015-06-06T10:25:26Z,IN,UUy1QVGCK28-BgB0Tgo8GlTw,"A Channel focused on providing awesome videos of Data Analysis, Business Analysis, Digital Marketing, Web Development and Technological Updates. 
We have Tutorial Playlists which will help students in learning the programming languages like Python, PHP, HTML, CSS and SQL. Our channel also has video tutorial playlists of Power BI, Tableau, and similar Data Science tools.

"
UCTHAIlSOqquwOKnd_nCJgAQ,My Lesson,5,332000,10245719,62,2021-06-21T22:09:29.010068Z,PK,UUTHAIlSOqquwOKnd_nCJgAQ,"My Lesson is a platform where you can learn about the topics that are taught in College or University. We provide lessons on various topics from the best experts around the world. You can learn about Computer Science, IT security, Mathematics, Statistics, Physics, Biology and so on.
We create courses by collaborating with great educators who like to share their expertise. All the contents of this channel are solely dedicated to educational or research purposes in computer science. 

"
UC2MYZHG8a56u4REI2RedtRA,KaaShiv InfoTech,5,242000,31408087,2907,2016-04-20T13:27:20Z,IN,UU2MYZHG8a56u4REI2RedtRA,"IT jobs in Tamil - jobs hunter in tamil - Learn to Code — to teach people how to different technologies by way of clear and organized lessons. The guide covers a variety of topics, ranging from beginner to advanced skill levels."
UCSDduiUPi5Pona4zx1UHOLA,Data Geek is my name,5,2020,127393,93,2023-02-06T17:12:50.199639Z,US,UUSDduiUPi5Pona4zx1UHOLA,"Welcome to Data Geek Is My Name!
I simplify Python, SQL, Data Science, Machine Learning, and Power BI with hands-on projects & easy tutorials.

Whether you're a beginner or looking to sharpen your skills, you'll learn how to:
✅ Analyze data with Python & SQL
✅ Build dashboards with Power BI
✅ Create machine learning models
✅ Predict stock prices with live data
✅ Clean, visualize & automate datasets

Expect real-world projects using Jupyter Notebook, step-by-step guides, and AI tutorials designed to help you grow fast in today’s data-driven world.

🎯 Subscribe to learn data techniques easily.

🪙 SUPPORT THE CHANNEL
Support the channel with your Amazon purchases: https://amzn.to/42d3RQP
 (Disclosure: this link gives me a small commission to support videos on this channel with no extra charge to you.

☕ BUY ME A COFFEE
Creating free tutorials takes time, love, and (lots of) coffee! 😊
If you’d like to support my work, you can Buy Me a Coffee at: https://buymeacoffee.com/datageekismyname  
"
UCdmn-gv87nkn8ywSO_2DuhQ,Arjinium,6,1,3,6,2024-07-03T11:15:28.215372Z,,UUdmn-gv87nkn8ywSO_2DuhQ,
UCApUMSkgDT8ayJZU8jBweYw,Endless Knowledge,6,1030000,58394207,838,2019-08-25T16:28:45Z,IN,UUApUMSkgDT8ayJZU8jBweYw,"Hello Everyone, Welcome to Endless Knowledge.

I'm here to deliver a variety of tutorials on platforms like 
1. MS Office 
2. Computer Tips & Tricks 
3. Video Editing and Photo Editing

Weekly 3 videos will be uploaded and I'll try to solve all your doubts through comments.

The only aim of this channel is to teach everything in my Mother Tongue [Tamil] because everyone deserves to know everything. So my passion is to help others to grow in their field.

EVERYTHING GOD'S GRACE

"
UC-THc4NB7EGw4WVfUZzm5lw,Analytics with Ahmed,5,127,2456,17,2022-10-13T17:06:46.724487Z,,UU-THc4NB7EGw4WVfUZzm5lw,"Analytics with Ahmed is your ultimate destination for mastering data analysis skills. 

With over 7 years of industry experience and a Microsoft Certified Data Analyst, I am your go-to mentor for mastering Excel, Power BI, Tableau, SQL, and more. Whether you're a beginner entering the data ecosystem or a seasoned pro looking to refine your skills, I offer invaluable insights for all levels. 

Join our thriving community of over 100 individuals who have transformed their analytical prowess with my guidance. From practical project walkthroughs to comprehensive software tutorials, our content empowers you with the knowledge and tools essential for success in the dynamic data landscape. 

Subscribe now and embark on your journey to becoming a true Data Wizard!
"
UC6sNpklmi_nf3Q3vpzB1LbQ,Analytics Everywhere,5,1180,38326,15,2023-02-09T15:12:50.082359Z,IN,UU6sNpklmi_nf3Q3vpzB1LbQ,"Welcome to my channel! 

I’m Shubhrajit Basu, a Business Data Analyst with 9+ years of experience in Power BI, SQL, Excel, and Python, Data Analysis and science. 
On this channel, you’ll find step-by-step tutorials, dashboards, interview prep, and career tips to help you become a successful data analyst.

"
UCQiNyL7ik4FIlV2UCvojq0g,Rohan Adus,5,32600,2562379,1205,2020-03-23T18:26:32.339179Z,,UUQiNyL7ik4FIlV2UCvojq0g,"I’m a 26 year old Data professional. I've worked at startups, finance firms (where we launched the first bitcoin linked ETF), and silicon valley based tech companies. I now do consulting for businesses on analytics as well as AI Automation.

On this channel I share the career advice that allowed me to have the success I had at a young age, as well as educate people how to start freelancing with new tools and technologies.

My mission is to help upskill people on data and AI to make the world more data driven than when I came into it.
"
UCq6XkhO5SZ66N04IcPbqNcw,Keith Galli,6,250000,17460456,106,2016-12-27T20:18:51Z,US,UUq6XkhO5SZ66N04IcPbqNcw,"MIT Graduate. I make educational videos on Computer Science, Programming,  Board Games, and more!

I found online videos to be extremely helpful as I progressed through the educational system growing up so I decided to make a channel of my own. Let me know what I should make next!

-Keith :)"
UCMpVr_7GK4qHgK3G0NPHCGw,Programming Is Fun,6,18900,1065308,140,2016-06-29T03:55:06Z,IN,UUMpVr_7GK4qHgK3G0NPHCGw,
UCYCYUcVtiueIYWZmUy8TSiQ,Data Coach,7,3920,371265,142,2019-09-09T19:01:52Z,US,UUYCYUcVtiueIYWZmUy8TSiQ,"Welcome to Data Coach on YouTube! We train and mentor people who want to learn industry-leading analytics tools like Tableau, Alteryx, and Power BI through our YouTube videos and our modern learning platform: https://www.datacoach.com/ 

We offer a modern education platform with remarkable technical depth, capstone projects that solve real company problems, and one-on-one coaching from acclaimed experts. Already used by Fortune 500 companies to train their own data analysts, Data Coach recently launched a learning platform for solo learners.

📚 Learn how to make stunning data visualizations and dashboards
📚 Build a portfolio that will impress future employers
📚 Earn credible badges & certifications 
📚 Get coached by renowned data experts

Follow us on Twitter: https://tinyurl.com/TessellationTwitter 
Subscribe to Us on YouTube: https://tinyurl.com/SubscribeToDataCoach 
Check out our Blog: https://tinyurl.com/TessellationBlog 
Work for Us: https://tinyurl.com/WorkForTessellation
"
UCcLQW5wupRXweIgoOlM2JXg,Damks Analytics,5,174,6597,22,2023-04-12T15:32:16.32266Z,,UUcLQW5wupRXweIgoOlM2JXg,"Hi,

Welcome to Damks Analytics, where data meets innovation! 🚀 We're here to unlock the power of information and transform it into actionable insights. Whether you're a business owner, a data enthusiast, or a curious mind, our goal is to fuel your decision-making process with cutting-edge analytics solutions. Dive into our virtual realm where data reigns supreme, and embark on a journey of data-driven success. Let's revolutionize the way you see and interpret the world, one byte at a time!

Data Analysis | Statistical Analysis | Database Development | Research | Data Collection

Damks Analytics... data do speak!!!

#python #rprogramming #dataanalysis #statisticalanalysis #dataengineering #machinelearning #artificialintelligence #research "
UC-Vzafps9oC5n2uYfV2Xh6w,Data Analytics Lab,5,1330,31280,30,2024-03-26T02:32:37.667891Z,,UU-Vzafps9oC5n2uYfV2Xh6w,"On this channel you will find resources and community for aspiring data analysts and data scientists. This channel has data tutorials, career advice, and occasional day-in-the-life of a data analyst vlog from me, a data analyst. "
UCRxzPLd4alLHwlbDBr42spA,Mohamed Abdelatty,4,1710,23450,75,2025-01-30T07:29:12.015062Z,,UURxzPLd4alLHwlbDBr42spA,"Welcome to my channel! 🎥 

Here, we dive deep into the world of Data Analysis and Data Science, sharing insights, tutorials, and real-world applications. Whether you're a beginner or a professional, you'll find practical tips, tools, and strategies to excel in fields like Business Intelligence (BI), Data Visualization, ETL processes, and advanced analytics.

As a BI Developer and Data Analysis Instructor, I bring years of expertise in domains like sales, marketing, and supply chains. Join me on this journey to turn raw data into meaningful insights and actionable strategies for business success.

Subscribe now and empower your data-driven decisions!

#DataAnalysis #DataScience #BusinessIntelligence #DataVisualization #DataModeling #ETL #PowerBI #SQL #DAX #SSIS #DataDriven #BIExpert #DataX #تحليل_البيانات #علم_البيانات


"
UC0CweQsMiascPym9c6MPxAQ,LearnDataAnalytics_WithBlessing ,4,559,18290,179,2024-09-05T21:38:18.550914Z,NG,UU0CweQsMiascPym9c6MPxAQ,"Welcome to my channel! 

I'm Blessing Ibrahim, a data analyst with over three years of experience and a passion for turning data into insights. 

This channel is dedicated to helping aspiring data analysts, from complete beginners to those looking to advance their skills. I'll guide you through the fundamentals of Microsoft Excel, Power BI, and SQL—everything you need to start a successful career in data analytics. 

Whether you're new to the field or looking to sharpen your skills, my tutorials will help you build a solid foundation and become a confident, independent data professional."""
UCBwmMxybNva6P_5VmxjzwqA,Apna College,4,7120000,1156587394,969,2020-08-05T16:09:28.304314Z,,UUBwmMxybNva6P_5VmxjzwqA,"I'm Shradha, Ex-Microsoft Software Engineer, DRDO. My journey started from a small village of Haryana, in college I learned coding and got 2 internships at Microsoft, work for DRDO, invited for Google SPS and a Full Time Offer from Microsoft. I believe that skills are more important today and want to help students to learn & crack their dream companies ❤️
So, I left my Microsoft Job and started to teach students. I love my students and I love sharing my learnings.
To Chalo Phodte hain!


Feel free to contact Shradha Didi for Seminars, Hackathons & Collaborations at the given email id below.


"
UCliATA8J4EPWp6aKXRSCCkQ,Fatolu Peter  ( Emperor Analytics),4,742,371976,218,2022-02-14T18:51:01.007629Z,NG,UUliATA8J4EPWp6aKXRSCCkQ,"Welcome to Fatolu Peter Oluwadamilare’s Channel! 🚀📊

Are you passionate about data analysis, programming, and tech innovations? You’re in the right place! I create engaging and easy-to-follow tutorials on:

✅ Data Analysis (Excel, SQL, Python, SPSS, Minitab, Tableau)
✅ Programming & Software Development (Python, Streamlit, Web Dev)
✅ Tech Tips & Productivity Hacks
✅ Real-World Data Projects & Case Studies

My goal is to simplify complex concepts, help you master data analysis, and boost your career in tech. Whether you're a beginner or an expert, there’s something here for you!

🔔 Subscribe now and let’s grow together in the world of tech!

#DataAnalysis #Python #TechTutorials #MachineLearning #Excel #SQL
"
UC7dnlSy2kxBqekd2-N5Q25Q,DATA SQUARE,4,141,6491,51,2024-01-01T05:53:26.970429Z,IN,UU7dnlSy2kxBqekd2-N5Q25Q,"Hello friends,Are you looking for free Data Analytics course?. Are you a Data Analytics Beginner?.If you are starting your career in Data Analysis field you are reaching a right place. This Data Square YouTube channel is belongs to Data Analytics tutorial.If you want to learn Data Analysis please subscribe to my channel and follow to my channel.Data Analyst job is playing a meager role in the world,Nowadays Data Analyst is a high paying job. What you can learn from Data Square YouTube channel?
1.EXCEL BASICS 2.ADVANCED EXCEL 3.POWER QUERY  4.POWER BI DESKTOP 5.POWER BI SERVICE 6.SQL 7.PYTHON
PYTHON
1.BASICS OF PYTHON   2.PANDAS  3.NUMPY  4.MATPLOTLIB     5.SEABORN
"
UC9WogDfYE5uzVW9qwq4CSgA,Data Engineering With Avaneeth,4,13,1540,19,2025-08-26T07:13:46.08186Z,,UU9WogDfYE5uzVW9qwq4CSgA,"Welcome to Data Engineering with Avaneeth 🎥🚀

Here, you’ll learn everything about Data Engineering — from the basics to advanced concepts. My videos are simple, practical, and beginner-friendly so you can build strong foundations in data.

✅ Topics we cover:

Data Engineering fundamentals

ETL vs ELT

Data Lakes & Data Warehouses

Cloud Data (BigQuery, GCP, Azure, AWS)

Real-world examples & career tips

Whether you are a beginner, student, or working professional, this channel will help you understand data engineering step by step."
UCCkGQNz8WUiYkFwA4L0FMOg,TecTute,4,2670,401627,305,2023-04-20T11:32:13.091273Z,IN,UUCkGQNz8WUiYkFwA4L0FMOg,"Welcome to TecTute tutorial channel!

We specialize in providing comprehensive tutorials on Python, Data Science, SQL, MySQL, Snowflake, Tableau, DataWarehousing, Java, Cloud Computing & Cyber Security. For fresher / experienced to enhance your skills, preparing for interviews / seeking guidance for exams.

Our engaging & easy-to-follow tutorials are designed to help you grasp complex concepts in a simplified manner. With step-by-step guidance & practical examples, we aim to empower the knowledge & skills necessary to excel in Ur career.

Hit Subscribe, like our videos, share them with your friends & leave your valuable comments. This will help us create more quality content for U.

Join our community of learners & gain access to valuable resources that will support your learning journey.

Subscribe now & be part of our first 1000 subs! Together let's unlock your potential & achieve your goals in the exciting world of technology.

Subscribe now & let's learn, grow & succeed together!
"
UCNU_lfiiWBdtULKOw6X0Dig,Krish Naik,4,1280000,123795197,2053,2012-02-11T04:05:06Z,IN,UUNU_lfiiWBdtULKOw6X0Dig,"I am the Founder of KrishAI Technologies Private Limited and my experience is pioneering in machine learning, deep learning, and computer vision,an educator, and a mentor, with over 10 years' experience in the industry. This is my YouTube channel where I explain various topics on machine learning, deep learning, and AI with many real-world problem scenarios. I have delivered over 30 tech talks on data science, machine learning, and AI at various meet-ups, technical institutions, and community-arranged forums. My main aim is to make everyone familiar of ML and AI.Please subscribe and support the channel. As i love new technology, all these videos are free and I promise to make more interesting content as we go ahead.
For any collaboration drop me a mail at krishnaik06@gmail.com

Please free to drop a mail for Product unboxing, GPU's unboxing and any other collaboration"
UCyXki2IdsinawitCYAca2XA,World of Data and Technology ,4,70,2081,15,2015-06-10T07:33:55Z,JP,UUyXki2IdsinawitCYAca2XA,"With ever demanding data skills, this channel will help you grow your knowledge on the basics to advanced concepts and scenarios occurring in a real time work of a data analyst, BI developer, data engineers. I am a BI/DWH developer with extensive experience in SQL, Tableau, Data warehouse, Snowflake, and have decided to share my knowledge via YouTube videos. 
If you want to expand your expertise and fall in love with data skills, do subscribe to the channel. Here, you will find content around SQL, Tableau, Snowflake, Data warehouse, Excel and Python. 
"
UC0RhatS1pyxInC00YKjjBqQ,GeeksforGeeks,5,1130000,178377554,3779,2015-06-11T15:27:03Z,IN,UU0RhatS1pyxInC00YKjjBqQ,"Welcome to the Official Channel of GeekforGeeks, your one-stop destination for diverse tech education!

🚀 Tech Variety:
Explore Data Structures, Algorithms, Machine Learning(ML), Artificial Intelligence(AI), Software Testing, Python, Data Science, Web and App Development (Flutter, React JS, JavaScript, etc), and more.

📚 Complete DSA Concepts and More:
Master not only Data Structures and Algorithms but all essential Computer Science topics. Perfect for both beginners and those looking to polish their skills.

🤝 Interview Insights:
Ace tech interviews with insights from real interview experiences, building confidence for your next opportunity.

🌐 Tech Trends Updates:
Stay ahead with our updates on the latest tech trends and industry insights.

🎓 For All Tech Enthusiasts:
Whether you're a student, a seasoned professional, or simply passionate about tech, our content is tailored for enthusiasts of all backgrounds!


✨Join us on this tech journey! Subscribe Now! ✨
"
UCNTF-wvDFIqOWStO71PQfeg,Vedakarna,4,12900,638609,51,2023-08-14T07:51:40.965873Z,IN,UUNTF-wvDFIqOWStO71PQfeg," Welcome to Vedakarna, your one-stop destination for mastering data analytics, automation, and dashboard creation! 🌟

We specialize in simplifying complex tools and concepts, covering:

Excel & Power BI Dashboards: From beginner to advanced level
Power Pivot & Power Query: Unlock the full potential of your data
Microsoft Access & VBA: Automate processes like a pro
Data Analytics: Turn raw data into actionable insights
Automation: Streamline workflows and save time
Our tutorials are designed for professionals, students, and anyone passionate about leveraging data to make smarter
decisions. Whether you're looking to create visually stunning dashboards, automate repetitive tasks, or dive deeper into data analytics, this channel is for you.

Subscribe now and join a growing community of data enthusiasts. Let’s build the future of data!""
"
UCOEoiw27bPfzfkAtkf7cf9g,All about data,4,3640,620411,104,2023-06-30T15:29:58.06519Z,NZ,UUOEoiw27bPfzfkAtkf7cf9g,"Welcome to Business Analyst - Your Ultimate Data Analysis Hub! 📊

Join us on a journey through the fascinating world of data as we tackle assignments, solve data-related problems, and clear all your doubts. Whether you're a budding data analyst, a curious learner, or just someone who loves to explore the power of data, this channel is for you.

🔍 What You'll Find Here:

Step-by-step tutorials on data analysis techniques
Real-world data projects and case studies
Q&A sessions where we address your data-related questions
Tips, tricks, and best practices in data analysis
Updates on the latest tools and technologies in the data world
Don't let data overwhelm you! Subscribe now and embark on a data-driven journey with us. Let's make data analysis fun, accessible, and empowering for everyone. 📈💡"""
UC3Qe9c8dZqnjwcDD2vCZBKQ,PythonLife,5,514000,41337280,5028,2020-08-25T04:01:27.832658Z,IN,UU3Qe9c8dZqnjwcDD2vCZBKQ,"Why PythonLife?
1.We Provided 80+ Free IT Courses in Telugu
2.35k+ Professional & Freshers Career Transitions From Non IT to IT



Telugu People Most Loved Learning Platform


"
UCTmFBhuhMibVoSfYom1uXEg,codebasics Hindi,4,175000,8154588,300,2019-09-16T04:32:32Z,US,UUTmFBhuhMibVoSfYom1uXEg,"Learning how to code made it extremely intuitive so that ""Anyone Can Code""! No matter what your background and past skill set is, by following these simple tutorials you will be able to code in only few days time frame.

Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.

#️⃣ Social Media #️⃣
🔗 Discord:  https://discord.gg/r42Kbuk
📸 Instagram: https://www.instagram.com/codebasicshub/
🔊 Facebook: https://www.facebook.com/codebasicshub
📱 Twitter: https://twitter.com/codebasicshub
📝 Linkedin (Personal): https://www.linkedin.com/in/dhavalsays/

Disclaimer: All the content and opinion expressed on this channel are of my own and not of my employer's.
"
UCEJoO7Zkfv45zIjuALuJLTQ,Piggy Bank Accountant,4,14800,3209065,555,2023-02-10T15:43:11.335725Z,CA,UUEJoO7Zkfv45zIjuALuJLTQ,"CPA & Microsoft MVP - My mission is to help business professionals be more productive at work with Microsoft Copilot & Microsoft Excel.

From basics to advanced techniques, learn how to become Excel proficient. From dashboards, to pivot tables, to variance analysis, and much more!
Copilot Tutorials & Hacks: Discover how to leverage Microsoft Copilot and AI to boost productivity and efficiency in your daily tasks.

👔 About Me
I'm a CPA (Chartered Professional Accountant) with experience at a Big 4 accounting firm, a major video game company, raised $31M in  Venture Capital funding & Exit a company for $200M.

🔔Why Subscribe
Because learning should be fun! My experience in Corporate world for 10 years+ and my personality gets you addicted to usually boring Excel & Copilot tips.

Download Your FREE Copilot Cheat Sheet Here! ➡️ https://bit.ly/ai_productive

🤝Join 6,000+ students who have learned from me
https://courses.davidpba.com
Complete strangers now addicted to Excel & Copilot


"
UCPsW2OTkvivUQDp0AZauQEg,Data!! VisualizeR,5,176,51456,79,2016-12-07T09:39:51Z,IN,UUPsW2OTkvivUQDp0AZauQEg,"hey! guys.. this channel is for  tableau tutorial and solutions...you can comment me all problems about tableau and i will solve it out...and i am sharing tableau's all types of charts, mainly for beginners ...and i am just suggest watch it , this types videos.. its very useful for who start tableau , i don't want share difficult problems in start ..plz follow me i will provide best tutorial here ...love you guys"
UCT88pD_Utw2Ljq93K-rd6lg,Jose Alejandro De Souza,5,3550,383125,81,2009-04-21T02:30:26Z,EC,UUT88pD_Utw2Ljq93K-rd6lg,
UCE0y3-Ku9lXdTDX518nWZPw,Excel Dictionary,4,86200,11922255,926,2021-10-22T03:24:42.505703Z,US,UUE0y3-Ku9lXdTDX518nWZPw,"Excel Dictionary (9M+ followers) meets PowerPoint Dictionary (500K+ followers) in this ultimate Office Suite training channel. Get expert tutorials, productivity hacks, and career-boosting skills for Excel, PowerPoint, OneNote, Teams, and more—all in one place. Our step-by-step guides have helped millions worldwide transform from Office novices to workplace MVPs. Subscribe now to join our global community and master the entire Microsoft Office Suite!

"
UCZd9w80OIhrGMx1dj4SMPCw,Isaac Emmanuel ,5,1430,16421,18,2022-11-09T20:31:01.275732Z,NG,UUZd9w80OIhrGMx1dj4SMPCw,"Welcome to AnalysisWithEmmanuel. I'm Emmanuel Isaac, a data analyst with a strong focus on data visualization, storytelling, and real-world impact.

I specialize in transforming raw data into clear, actionable insights using tools like Excel, Python, and data visualization platforms. On this channel, I share practical analysis, dashboards, and project breakdowns designed to inform, inspire, and empower.

If you're into clean visuals, smart analysis, and data that speaks—you're in the right place.

Let’s connect on LinkedIn: linkedin.com/in/emmanuel-isaac-a89988254

Let’s keep exploring what data can do."
UCrHDY6lrJ8NXCKxFppomr3A,Learn More,4,2230000,120714867,847,2016-12-12T05:00:55Z,IN,UUrHDY6lrJ8NXCKxFppomr3A,"Welcome to the LEARN MORE YouTube channel,  I'm Satish Dhawale, and I'm excited to be your guide on this knowledge-filled journey.

Learn More s dedicated to providing you with valuable computer tips and tricks, focusing on Excel tips, formulas, and tutorials in Hindi. Whether you're a beginner seeking to grasp the basics or an advanced user striving to unlock the full potential of Excel, this channel has something for everyone.

Microsoft Excel Tips and Tricks, Uncover hidden features, time-saving shortcuts, Excel Formulas : We break down complex formulas into simple, Microsoft Excel Tutorials in Hindi, Microsoft Office Tutorials in Hindi.

Whether you're a student, professional, or simply eager to explore the world of computing, 'LEARN MORE' is your one-stop-shop for comprehensive, informative, and engaging content.

So, don't forget to hit the subscribe button.
"
UCaDeziWjjPT2Q-Hz4BrmcbA,Natassha Selvaraj,4,34100,1062587,23,2014-04-27T08:48:50Z,,UUaDeziWjjPT2Q-Hz4BrmcbA,"Hi, I'm Natassha.

I am a self-taught data scientist with a passion for content creation. I have worked with data at multinational firms and startups in various industries, like marketing, finance, and consulting. 

I believe that data, when used wisely, can inspire tremendous growth for individuals and organizations.

On this channel, I share data science and AI tips and tutorials to help you break into the field. 


"
UC9Lbtd9MbEIoHln_XAgqD6A,Coding News Today,4,878,84340,295,2021-07-29T07:15:29.88728Z,IN,UU9Lbtd9MbEIoHln_XAgqD6A,"Hi! I'm Dhwaj, a software engineer, Want to level up your skills? Subscribe and hit the bell to get notified when I upload new videos!

We will be sharing you the information on trending technologies below:
Python
C#
SQL
Azure
ReactJs
Artificial intelligence (AI)
ML (Machine Learning)
Data Analytics
Data Science
HTML
Asp.Net
Django
Flask
FastAPI
Pandas
Numpy

"
UCCNTHSoPugHTUqhg4HL6C_g,Learn with Ankith,4,4630,232822,117,2021-01-15T06:21:55.387761Z,IN,UUCNTHSoPugHTUqhg4HL6C_g,"Welcome to Learn with Ankith – Your Hub for Data Analysis!

📊 Ready to dive into the world of data analysis and unlock the power of Excel, Python, SQL, Tableau, and Power BI? You're in the right place! Our channel is dedicated to helping you master data analysis, visualization, and automation.

🔍 Our mission is to make data analysis simple and accessible for everyone—whether you're a beginner or an experienced professional. We break down complex topics into easy-to-follow tutorials, covering:

✅ Data Analysis & Visualization with Power BI
✅ Python for Data Analysis & Cleaning
✅ Excel & SQL for Data Manipulation
✅ Tableau for Interactive Dashboards
✅ Data Cleaning Tips & Techniques

Stay updated with the latest trends, tools, and techniques in the data world. Let's embark on a data-driven journey together! 💡
#PowerBITutorial #ExcelTutorial #DataAnalytics #LearnWithAnkith #PythonDataAnalysis #SQLQueries ##DAX #excel #DataVisualization #DataCleaning #Analytics #IndiaAnalyst #trending 
"
UCh9muhEFdGSwrAJqm9TgHiA,Think Analytics With Mesh,5,34,2477,38,2023-07-19T22:00:45.70015Z,GH,UUh9muhEFdGSwrAJqm9TgHiA,"Welcome to my channel! 🚀 Here we explore the world of Data Analytics and the tools that power it — Power BI, Microsoft Excel, SQL, and Python. Whether you’re a beginner learning the basics or a professional looking to sharpen your skills, you’ll find tutorials, tips, and real-world projects to help you grow as a data analyst.

From building dashboards in Power BI, analyzing data with SQL and Excel, to automating tasks with Python, this channel is your go-to place for practical insights and step-by-step guides.

Subscribe and join our journey to transform data into decisions, and kickstart or advance your career in data analytics!
"
UCRAUFANdEFAa5XZOw-HNptA,Data Insights School,4,587,7728,8,2023-02-19T19:47:57.945542Z,,UURAUFANdEFAa5XZOw-HNptA,"I'm a Data and Insights Analyst and I want to help you become one too by teaching SQL and Tableau.
Please check out my course here: https://www.udemy.com/course/data-analysis-projects-using-sql-power-bi-tableau-excel/?referralCode=DA2033F5E1C2208DC832
"
UC_vjxofAUJYosR-JmrRpiqQ,coding pivots,4,245,10860,40,2022-08-31T01:20:40.604237Z,,UU_vjxofAUJYosR-JmrRpiqQ,
